Household	Health	OwnHome	Instagram	Marital	Sex	Age	Children	Education	JobSat	Income	WorkHrs	Happy
"1592"	2	0	1	2	5	1	51	1	13	0	0	-1	2
"1593"	1	2	1	0	3	2	66	2	16	0	21060	-1	1
"1594"	2	1	0	2	1	1	35	1	14	5	21060	41	2
"1595"	2	2	0	2	1	2	28	1	16	2	0	40	2
"1596"	2	2	0	2	1	2	52	2	20	3	38610	50	2
"1597"	1	2	0	0	2	1	89	2	12	0	0	-1	3
"1598"	1	2	1	0	2	2	69	3	12	0	0	-1	2
"1600"	2	2	1	0	1	1	48	3	13	0	31590	-1	1
"1602"	2	0	1	2	1	2	36	3	13	2	0	-1	2
"1603"	1	2	0	2	3	2	66	2	12	2	15210	40	1
"1604"	2	1	2	0	5	2	31	1	14	0	0	-1	2
"1606"	1	3	0	0	3	2	48	0	14	0	0	-1	3
"1607"	1	0	2	1	3	2	35	3	13	5	5265	-1	2
"1609"	1	4	0	0	5	1	59	3	7	0	0	-1	3
"1610"	2	0	2	2	1	2	35	3	12	0	5265	-1	1
"1611"	1	0	2	1	3	2	52	3	12	5	0	-1	2
"1612"	1	2	0	1	3	1	37	2	14	2	21060	40	2
"1613"	1	2	2	0	5	1	35	0	12	0	0	-1	1
"1614"	2	0	1	2	1	1	61	2	14	5	0	-1	2
"1615"	2	2	0	0	3	2	67	1	12	3	6435	16	2
"1616"	1	0	1	0	2	2	80	3	12	0	0	-1	2
"1617"	2	2	0	1	1	1	30	1	14	1	25740	50	2
"1618"	1	0	1	2	3	2	56	0	17	3	31590	-1	1
"1619"	2	0	2	0	5	1	20	0	14	0	11115	-1	2
"1620"	2	1	0	2	1	2	53	2	16	2	8775	32	2
"1621"	1	0	2	2	5	2	31	0	16	2	0	-1	2
"1622"	1	1	0	0	2	2	51	2	12	1	12870	45	1
"1623"	2	0	1	2	1	2	29	3	10	0	0	-1	1
"1624"	2	2	1	0	1	1	80	3	12	0	0	-1	1
"1625"	1	1	0	2	3	2	67	2	16	2	0	20	2
"1627"	2	2	0	2	1	2	58	5	12	0	0	-1	1
"1628"	3	0	1	1	5	2	19	0	13	0	1638	-1	1
"1629"	3	0	2	0	5	2	19	0	11	4	936	-1	2
"1630"	2	2	1	0	5	1	25	0	12	0	11115	-1	2
"1631"	5	2	1	0	1	2	34	4	12	0	0	-1	2
"1632"	1	1	0	0	3	2	37	5	12	1	38610	40	3
"1633"	2	0	1	0	1	1	78	4	12	0	0	-1	2
"1635"	2	0	1	1	3	2	30	2	14	0	3510	-1	2
"1636"	1	0	2	0	3	2	65	2	8	0	0	-1	2
"1637"	2	0	1	2	3	2	45	1	18	3	21060	-1	2
"1638"	2	2	1	0	5	1	65	0	12	0	0	-1	1
"1639"	1	3	0	0	2	2	68	3	8	0	0	-1	2
"1640"	2	0	1	0	1	1	37	1	12	4	21060	-1	2
"1642"	2	0	1	0	1	1	59	2	11	0	25740	-1	1
"1643"	2	2	1	0	1	1	80	2	16	0	0	-1	1
"1644"	2	2	1	0	5	2	29	1	15	0	17550	-1	1
"1645"	2	0	1	2	1	2	57	2	14	0	7605	-1	2
"1646"	2	0	1	2	1	2	73	3	19	0	0	-1	2
"1647"	2	1	1	0	1	1	75	3	12	0	0	-1	1
"1649"	2	2	1	0	1	2	86	3	13	0	0	-1	2
"1650"	2	1	1	0	1	2	81	2	12	0	0	-1	2
"1651"	2	2	0	2	1	2	69	3	9	1	5265	20	1
"1652"	1	0	2	0	2	2	59	2	12	0	0	-1	3
"1653"	2	2	0	0	1	1	59	3	12	0	0	-1	2
"1654"	3	2	1	0	1	1	68	5	12	0	5265	-1	2
"1656"	1	0	1	0	3	1	62	2	12	0	0	-1	3
"1658"	1	1	0	1	5	2	30	2	14	3	9945	40	3
"1659"	1	0	2	2	3	1	52	2	15	0	0	-1	3
"1660"	2	4	1	0	1	2	50	3	18	0	0	-1	2
"1663"	2	2	1	0	1	2	43	2	13	0	17550	-1	2
"1666"	1	2	0	2	5	1	26	0	13	3	0	72	1
"1667"	2	2	1	0	1	2	50	3	20	0	6435	-1	2
"1668"	1	4	0	2	5	1	23	0	16	0	0	-1	3
"1669"	2	2	0	1	1	1	27	0	18	1	0	60	1
"1670"	3	0	2	1	5	2	21	0	15	0	5265	-1	2
"1671"	1	2	0	2	5	2	23	0	16	5	2574	32	3
"1672"	1	0	2	2	3	2	67	2	16	3	9945	-1	2
"1673"	2	2	2	0	1	2	36	0	16	0	0	-1	3
"1674"	1	2	0	2	5	1	28	0	14	0	0	-1	2
"1675"	2	3	1	0	3	2	39	0	12	0	15210	-1	2
"1676"	1	2	0	2	4	2	47	1	16	4	9945	38	3
"1677"	2	0	1	1	3	2	30	1	13	0	0	-1	2
"1678"	1	1	0	2	5	1	52	1	18	2	31590	80	2
"1679"	3	2	1	0	1	2	60	1	8	0	9945	-1	1
"1680"	1	3	0	2	5	1	66	0	20	0	7605	-1	2
"1682"	2	3	2	0	5	2	31	0	15	0	2574	-1	3
"1683"	2	1	1	0	1	2	68	2	16	0	25740	-1	1
"1686"	1	1	1	0	3	1	81	6	12	0	4212	-1	1
"1687"	3	2	0	2	1	2	56	1	12	2	15210	40	2
"1689"	1	0	1	0	2	2	73	2	13	0	0	-1	2
"1690"	2	3	0	1	5	2	24	0	12	3	0	27	3
"1691"	1	1	2	0	5	2	26	0	16	0	0	-1	2
"1693"	2	3	0	1	5	2	19	0	14	0	0	-1	2
"1694"	3	0	2	0	5	2	31	1	13	0	0	-1	2
"1695"	3	2	1	0	2	2	74	5	11	0	0	-1	2
"1696"	2	0	1	2	3	2	60	2	12	3	31590	-1	2
"1697"	1	3	1	0	2	2	84	2	12	0	0	-1	2
"1698"	3	0	2	1	5	2	33	2	14	0	0	-1	2
"1699"	3	2	0	2	1	2	40	3	11	3	0	40	2
"1700"	3	2	0	0	1	2	59	4	16	1	12870	50	1
"1701"	3	0	2	2	5	1	19	0	11	0	0	-1	1
"1702"	1	2	1	0	3	1	61	2	14	0	0	-1	1
"1703"	2	3	0	2	3	2	48	1	9	3	25740	40	2
"1704"	1	2	2	0	3	2	54	3	15	0	15210	-1	2
"1705"	2	1	0	2	1	2	41	3	18	2	25740	-1	2
"1706"	2	3	1	0	1	1	34	3	16	0	21060	-1	2
"1707"	2	0	1	1	5	2	19	1	13	0	0	-1	2
"1708"	3	4	1	0	3	1	51	2	9	0	0	-1	3
"1709"	2	0	1	2	1	2	32	0	14	0	12870	-1	2
"1710"	2	1	1	0	1	1	64	2	14	0	15210	-1	1
"1711"	2	0	1	2	3	1	41	3	12	3	46800	-1	1
"1712"	1	4	0	0	3	2	80	0	13	0	0	-1	3
"1713"	1	2	2	0	4	2	36	3	12	0	0	-1	2
"1714"	3	0	2	2	5	1	28	0	12	3	15210	-1	1
"1715"	2	2	0	0	1	2	41	2	16	2	1638	40	1
"1716"	2	0	2	2	3	1	46	0	14	0	0	-1	2
"1717"	2	2	2	0	3	2	45	1	16	0	21060	-1	2
"1718"	1	2	0	2	5	2	35	3	14	3	15210	45	2
"1720"	1	4	1	0	2	1	76	1	6	0	0	-1	2
"1721"	1	2	0	0	5	2	26	1	12	3	3510	39	3
"1722"	1	2	2	0	5	2	31	2	12	0	936	-1	3
"1724"	2	3	0	1	5	1	19	0	12	3	936	-1	3
"1725"	3	0	2	1	5	2	18	0	12	2	0	-1	2
"1726"	2	2	0	2	5	2	55	1	14	2	15210	40	2
"1727"	1	3	2	0	3	2	52	2	12	0	0	-1	2
"1728"	2	0	1	0	1	1	59	4	12	0	0	-1	1
"1730"	2	2	0	2	1	2	31	0	14	2	7605	35	1
"1731"	1	0	1	0	5	1	58	0	14	0	0	-1	1
"1733"	2	3	1	0	1	2	83	7	8	0	0	-1	1
"1734"	1	1	0	0	2	2	76	4	15	0	0	-1	2
"1736"	2	0	1	0	1	1	72	2	8	0	21060	-1	2
"1738"	2	0	1	1	5	1	19	0	13	0	0	-1	2
"1739"	2	1	0	0	1	2	69	1	17	0	0	-1	1
"1740"	2	0	1	2	1	2	52	0	16	2	17550	-1	1
"1741"	1	2	0	2	3	2	65	1	12	0	0	-1	2
"1742"	3	0	1	2	1	1	63	0	13	0	5265	-1	2
"1743"	3	3	1	0	1	1	49	2	12	0	9945	-1	2
"1745"	2	0	1	2	1	1	65	4	6	0	11115	-1	2
"1747"	1	0	1	2	2	2	82	3	13	0	0	-1	2
"1748"	1	0	1	2	5	1	49	0	12	3	17550	-1	2
"1749"	2	2	0	1	5	1	33	1	18	4	11115	65	2
"1750"	1	0	1	1	3	1	60	0	14	0	2106	-1	3
"1751"	1	2	1	0	2	2	69	2	14	0	0	-1	1
"1752"	1	2	0	2	4	2	39	6	14	2	4212	40	3
"1753"	1	2	2	0	5	2	37	4	16	0	12870	-1	2
"1754"	1	3	0	1	5	2	44	1	14	0	15210	-1	3
"1755"	1	2	0	2	3	2	36	3	16	2	38610	40	2
"1756"	1	1	0	2	5	1	43	7	14	0	0	-1	2
"1757"	1	1	2	0	3	1	44	0	12	0	2574	-1	1
"1758"	1	2	2	0	5	2	66	0	20	0	1638	-1	2
"1759"	3	4	2	0	4	2	75	1	7	0	0	-1	3
"1760"	1	3	0	2	2	2	73	2	12	0	0	-1	2
"1761"	1	0	2	2	3	1	61	2	8	0	936	-1	3
"1762"	1	0	2	0	5	1	58	1	5	0	0	-1	2
"1763"	1	2	1	0	4	2	37	1	15	0	0	-1	2
"1764"	2	2	0	0	1	1	30	8	14	1	9945	40	1
"1765"	2	0	2	0	3	2	44	2	12	0	0	-1	2
"1767"	2	0	2	2	3	2	57	4	12	0	0	-1	3
"1768"	1	3	0	0	3	1	47	2	12	3	25740	40	3
"1770"	1	2	2	0	1	2	70	1	8	0	0	-1	1
"1771"	1	3	0	2	2	2	69	2	16	0	0	-1	2
"1772"	1	0	2	1	3	2	38	4	14	0	0	-1	2
"1773"	1	2	0	0	5	2	25	0	16	1	0	40	2
"1774"	1	2	1	0	5	2	39	1	16	0	25740	-1	2
"1776"	1	3	2	0	5	1	27	0	14	0	0	-1	2
"1777"	5	2	0	1	5	2	21	0	12	3	6435	40	2
"1778"	1	0	2	2	3	2	59	3	12	0	0	-1	2
"1779"	1	3	2	0	3	2	61	3	16	0	4212	-1	3
"1780"	1	2	0	0	3	2	58	1	12	3	9945	30	3
"1781"	1	3	0	1	5	1	52	0	14	2	21060	60	2
"1782"	1	1	1	0	2	2	61	1	18	0	0	-1	1
"1784"	2	0	1	0	1	1	86	4	17	0	0	-1	2
"1785"	2	4	1	0	1	2	82	3	14	0	0	-1	2
"1786"	1	0	2	2	5	1	32	1	12	0	12870	-1	2
"1787"	2	2	2	0	1	1	50	5	12	0	17550	-1	2
"1788"	2	4	0	2	3	2	55	2	14	0	0	-1	2
"1789"	2	0	2	2	1	1	38	4	12	0	7605	-1	2
"1790"	2	0	2	1	3	2	39	2	13	0	4212	-1	2
"1791"	6	1	0	1	5	1	19	0	13	3	5265	-1	1
"1792"	1	0	2	2	5	2	45	1	15	0	0	-1	2
"1793"	2	0	2	1	5	1	23	2	12	0	7605	-1	2
"1794"	1	2	1	0	5	2	73	0	18	0	0	-1	2
"1795"	2	2	0	2	3	2	50	9	12	0	0	-1	3
"1797"	1	0	2	1	5	2	37	0	12	0	0	-1	3
"1798"	1	2	2	0	5	2	40	0	14	0	21060	-1	1
"1799"	1	2	0	1	5	1	41	0	15	3	21060	40	2
"1801"	2	2	1	0	1	1	57	1	12	0	31590	-1	1
"1802"	2	0	1	2	1	1	37	2	16	2	164382.03756	-1	1
"1803"	2	1	0	0	3	1	86	2	16	0	0	-1	1
"1804"	2	2	0	2	1	2	67	2	18	2	7605	10	2
"1805"	2	0	1	2	1	1	80	3	12	0	0	-1	1
"1806"	2	0	1	2	1	2	49	0	12	0	0	-1	2
"1807"	2	2	0	2	1	1	32	0	16	2	38610	40	2
"1808"	2	0	1	1	1	2	33	0	18	0	38610	-1	1
"1809"	1	3	0	2	3	2	56	2	12	0	0	-1	3
"1810"	1	1	1	0	3	2	61	1	16	0	46800	-1	1
"1811"	1	0	2	0	3	1	80	2	18	0	0	-1	1
"1813"	1	2	0	0	3	1	65	3	14	3	17550	6	2
"1814"	2	0	1	2	1	1	61	2	13	0	38610	-1	2
"1815"	2	2	0	1	1	2	73	2	14	0	0	-1	2
"1816"	2	0	1	1	1	1	57	3	12	1	31590	-1	2
"1817"	2	2	1	0	1	2	71	2	12	0	0	-1	1
"1818"	1	0	1	0	3	2	58	2	12	0	7605	-1	2
"1819"	1	1	0	0	2	1	78	3	12	0	12870	-1	1
"1820"	2	2	1	0	2	1	74	2	20	0	0	-1	1
"1821"	1	1	0	1	3	2	52	1	16	0	0	-1	2
"1822"	2	0	1	2	1	1	56	4	12	1	17550	-1	2
"1823"	1	3	3	0	5	2	48	0	14	0	0	-1	3
"1824"	2	1	0	0	1	1	61	1	12	0	0	-1	1
"1825"	2	2	0	2	5	1	50	0	16	2	21060	40	1
"1826"	1	0	2	1	5	1	25	0	16	2	25740	-1	2
"1827"	1	1	2	0	5	2	36	3	16	0	21060	-1	2
"1828"	2	3	0	1	5	2	45	4	15	3	7605	-1	3
"1830"	2	1	0	1	3	1	28	2	12	4	0	40	1
"1831"	1	2	1	0	2	2	89	1	12	0	0	-1	2
"1832"	2	0	1	2	1	1	89	6	13	0	9945	-1	2
"1833"	2	3	0	0	1	2	62	3	12	0	0	-1	2
"1834"	2	0	2	0	1	2	52	2	11	0	1638	-1	3
"1835"	2	3	1	0	1	1	43	4	9	0	15210	-1	3
"1836"	3	1	1	0	3	2	74	5	16	0	0	-1	2
"1838"	2	2	0	1	1	2	37	1	16	3	25740	40	2
"1839"	2	0	2	2	1	1	45	3	14	3	12870	-1	2
"1840"	5	2	1	0	1	2	36	4	12	0	7605	-1	2
"1841"	1	2	1	0	3	2	77	2	12	0	0	-1	2
"1842"	1	4	0	0	3	1	57	2	8	0	0	-1	3
"1843"	4	2	1	0	1	2	40	3	14	0	15210	-1	1
"1844"	2	2	0	0	1	2	53	2	13	1	15210	28	1
"1846"	2	3	2	0	1	1	44	3	12	0	15210	-1	1
"1848"	2	0	1	2	1	1	67	2	16	2	74880	-1	1
"1849"	2	2	2	0	1	2	27	2	12	0	0	-1	2
"1850"	1	2	0	9	5	1	24	1	12	1	3042	30	2
"1851"	2	2	0	1	1	2	44	1	17	0	0	-1	2
"1852"	2	0	1	2	1	2	35	2	14	3	17550	-1	2
"1853"	2	0	2	1	5	2	39	0	16	0	0	-1	2
"1854"	1	2	1	0	3	1	79	3	14	0	3510	-1	3
"1855"	1	0	2	1	5	2	22	0	16	3	0	-1	2
"1857"	2	3	0	1	5	1	33	0	14	0	5265	-1	2
"1858"	2	0	1	0	1	2	52	2	16	0	12870	-1	2
"1859"	1	2	0	2	2	2	71	0	20	3	17550	2	2
"1860"	1	2	1	0	2	2	78	5	11	0	17550	-1	2
"1863"	1	2	0	2	3	1	76	3	13	0	0	-1	3
"1866"	3	2	0	2	1	2	51	2	10	0	0	-1	1
"1867"	2	3	0	2	1	2	58	2	14	0	25740	-1	2
"1868"	1	3	1	0	4	2	71	3	8	0	0	-1	2
"1869"	1	2	0	2	2	2	64	1	14	0	0	-1	3
"1870"	1	0	1	1	1	2	29	1	13	0	2574	-1	1
"1871"	1	3	0	0	2	2	85	5	9	0	0	-1	3
"1872"	2	0	1	0	3	1	36	3	12	0	0	-1	2
"1873"	2	4	1	0	1	1	62	2	12	0	11115	-1	3
"1875"	1	0	1	2	2	2	80	3	16	0	0	-1	2
"1876"	1	0	1	2	3	2	69	2	15	0	0	-1	2
"1878"	2	2	0	2	1	2	58	4	12	1	8775	40	1
"1879"	2	0	1	0	1	2	75	1	12	0	0	-1	1
"1880"	2	2	1	0	1	1	65	2	18	0	65520	-1	2
"1881"	1	2	0	0	2	1	72	1	15	0	0	-1	2
"1883"	3	1	1	0	1	1	68	1	16	0	0	-1	2
"1885"	2	0	1	0	1	1	56	2	17	0	38610	-1	2
"1887"	2	3	0	2	1	2	79	4	14	0	0	-1	2
"1888"	1	2	1	0	2	2	71	0	20	0	0	-1	3
"1889"	2	0	1	2	1	1	53	1	20	0	46800	-1	1
"1890"	4	1	1	0	5	1	39	0	18	0	1638	-1	2
"1891"	3	1	0	2	1	2	49	3	17	4	0	-1	2
"1892"	1	0	1	1	5	2	22	0	16	0	0	-1	3
"1896"	1	3	0	2	2	2	70	3	14	1	9945	24	2
"1897"	2	0	1	2	1	1	69	3	17	0	0	-1	1
"1898"	5	2	1	0	5	1	27	0	13	0	1638	-1	2
"1899"	3	2	0	0	1	1	52	0	18	4	31590	45	2
"1901"	4	4	2	0	3	2	38	3	14	0	7605	-1	3
"1902"	1	3	0	0	3	2	63	1	13	3	9945	40	2
"1903"	1	0	2	2	5	1	46	0	16	0	0	-1	3
"1905"	2	0	1	2	1	2	44	3	16	0	0	-1	2
"1907"	1	0	2	1	2	2	53	1	12	2	17550	-1	2
"1908"	1	4	2	0	5	2	65	0	16	0	5265	-1	3
"1909"	1	1	0	1	5	2	25	0	13	0	2574	40	1
"1910"	2	0	2	1	5	2	24	3	12	0	9945	-1	2
"1911"	2	2	0	0	1	2	54	2	12	0	0	-1	3
"1912"	1	0	2	0	5	1	42	0	12	0	0	-1	2
"1913"	3	2	1	0	1	1	58	2	12	0	25740	-1	1
"1914"	1	3	0	0	3	1	66	4	9	0	0	75	2
"1915"	2	0	1	2	3	1	48	1	17	0	0	-1	2
"1916"	2	3	0	2	4	2	39	3	15	2	8775	50	2
"1917"	1	3	1	0	5	2	47	0	20	0	31590	-1	2
"1918"	3	2	0	2	5	1	28	2	10	0	936	-1	3
"1919"	2	0	2	1	1	2	28	1	17	0	0	-1	1
"1920"	2	3	1	0	2	2	76	2	11	0	0	-1	3
"1921"	2	0	1	0	1	1	58	6	13	0	0	-1	2
"1922"	1	2	1	0	3	2	35	1	14	0	12870	-1	2
"1923"	1	3	1	0	2	2	54	3	14	0	0	-1	2
"1924"	1	4	0	0	2	1	55	1	10	0	0	-1	3
"1925"	1	0	3	0	2	2	85	4	8	0	0	-1	1
"1926"	2	2	1	0	1	1	72	2	11	0	0	-1	1
"1927"	1	0	1	0	2	2	78	2	12	0	0	-1	2
"1928"	1	1	1	0	3	2	67	2	16	0	2106	-1	2
"1929"	2	0	1	1	1	2	55	2	16	3	21060	-1	2
"1930"	1	3	2	0	1	1	51	0	10	0	0	-1	2
"1931"	2	3	0	0	5	1	55	3	14	0	0	-1	2
"1933"	2	3	0	2	1	2	64	2	16	0	0	-1	1
"1934"	1	0	1	2	1	1	58	1	16	0	0	-1	2
"1937"	1	2	1	0	4	1	43	3	12	0	15210	-1	1
"1939"	2	2	2	0	3	2	39	3	13	0	8775	-1	2
"1940"	2	3	0	0	1	2	79	2	12	0	0	-1	2
"1941"	1	1	0	2	2	2	80	0	18	0	0	-1	1
"1943"	1	4	2	0	5	2	27	1	14	0	0	-1	2
"1944"	1	0	2	0	3	1	50	2	10	0	0	-1	2
"1945"	2	3	0	2	5	2	42	0	13	5	0	40	3
"1946"	2	2	0	0	1	1	72	2	8	0	0	-1	2
"1947"	1	1	2	0	5	2	22	0	15	0	0	-1	2
"1948"	1	3	0	0	5	1	47	0	12	2	12870	40	2
"1949"	1	2	2	0	3	1	50	3	16	0	0	-1	1
"1950"	1	3	0	2	1	1	46	2	16	0	8775	-1	3
"1951"	2	3	0	0	1	2	57	1	12	4	21060	58	2
"1952"	2	0	1	2	1	1	35	0	12	2	21060	-1	2
"1954"	1	0	2	2	4	1	43	2	12	0	164382.03756	-1	2
"1957"	1	3	0	2	2	2	70	2	14	0	0	-1	3
"1960"	2	0	1	2	2	1	58	1	16	3	38610	-1	3
"1961"	2	2	1	0	1	2	65	3	12	0	31590	-1	2
"1962"	1	3	0	2	5	1	25	0	12	0	0	-1	3
"1963"	2	0	1	2	1	2	62	2	12	0	0	-1	2
"1964"	1	3	2	0	5	2	28	2	11	0	7605	-1	2
"1965"	2	3	2	0	1	1	34	2	11	0	15210	-1	2
"1967"	2	0	1	2	3	2	49	4	16	2	164382.03756	-1	1
"1969"	2	0	1	1	1	2	47	4	16	0	0	-1	1
"1970"	1	3	1	0	2	2	81	4	12	0	0	-1	1
"1972"	2	2	1	0	1	2	57	2	13	0	4212	-1	1
"1973"	1	1	0	2	2	2	70	3	16	3	31590	35	2
"1974"	1	0	1	0	3	1	44	2	11	2	12870	-1	2
"1975"	2	1	0	1	1	1	26	1	12	3	0	55	2
"1976"	1	4	0	0	3	2	58	2	10	0	0	-1	3
"1977"	4	0	1	2	1	1	62	1	13	0	0	-1	3
"1978"	2	2	1	0	1	2	26	1	17	0	21060	-1	2
"1979"	2	2	0	2	3	1	57	1	12	2	9945	40	1
"1980"	3	0	2	0	3	1	60	4	7	0	0	-1	2
"1982"	1	0	1	2	3	1	51	0	12	4	38610	-1	3
"1983"	2	3	1	0	1	2	73	3	12	0	0	-1	2
"1986"	2	2	2	0	1	2	25	1	16	0	0	-1	2
"1987"	1	0	1	2	2	2	89	2	12	0	0	-1	2
"1989"	2	0	1	2	1	1	46	1	15	6	17550	-1	3
"1990"	1	3	2	0	5	2	33	1	11	0	0	-1	3
"1991"	2	2	0	2	1	2	69	2	15	1	6435	40	2
"1993"	1	4	2	0	3	1	40	4	14	0	0	-1	3
"1994"	1	0	2	2	2	2	48	6	14	0	0	-1	2
"1996"	2	0	1	0	1	1	67	2	13	0	0	-1	2
"1997"	1	3	0	2	3	2	60	2	12	0	0	-1	2
"1998"	3	0	1	2	1	2	54	3	17	0	17550	-1	2
"1999"	1	3	0	0	3	1	61	0	13	4	21060	40	3
"2000"	2	0	1	2	1	1	61	2	12	5	31590	-1	2
"2001"	2	1	1	0	1	2	29	0	19	0	3042	-1	1
"2003"	2	0	1	0	1	2	74	0	12	0	0	-1	2
"2004"	2	2	2	0	5	2	20	1	13	0	0	-1	2
"2005"	1	4	0	0	2	2	83	3	12	0	0	-1	2
"2006"	2	4	1	0	3	1	60	1	14	0	0	-1	2
"2007"	2	2	0	2	1	2	42	2	14	2	1638	29	1
"2008"	2	2	1	0	1	1	44	3	16	0	31590	-1	2
"2009"	2	0	1	2	1	1	39	2	19	3	46800	-1	2
"2010"	1	0	1	1	5	1	29	0	16	2	31590	-1	2
"2011"	2	2	1	0	1	2	37	2	16	0	234	-1	2
"2012"	1	0	1	2	5	2	60	0	20	0	46800	-1	1
"2013"	1	1	1	0	2	2	62	1	16	0	0	-1	2
"2014"	1	0	1	0	2	1	85	2	19	0	0	-1	2
"2015"	2	3	1	0	1	1	33	1	18	0	0	-1	2
"2017"	2	1	0	2	1	1	78	2	20	0	0	-1	2
"2018"	3	0	1	1	5	2	23	0	16	2	0	-1	1
"2019"	2	0	1	2	1	2	52	6	12	0	7605	-1	2
"2020"	2	1	1	0	1	1	62	0	14	0	8775	-1	2
"2021"	1	3	0	2	3	2	41	2	16	0	9945	-1	3
"2022"	1	0	1	0	2	2	71	3	14	0	0	-1	2
"2024"	2	2	1	0	1	2	71	2	16	0	0	-1	1
"2025"	1	2	0	2	5	1	24	0	14	0	21060	-1	2
"2026"	1	0	1	0	2	2	86	3	12	0	0	-1	1
"2027"	1	4	0	2	3	1	42	0	12	0	3042	-1	3
"2028"	2	0	2	0	1	2	89	0	12	0	0	-1	1
"2030"	2	0	1	1	1	2	37	1	15	1	0	-1	2
"2032"	2	1	1	0	1	2	44	4	13	0	21060	-1	2
"2034"	1	0	1	0	2	2	81	2	12	0	0	-1	2
"2035"	1	2	2	0	5	2	22	1	12	0	5265	-1	2
"2036"	1	0	2	0	5	1	63	0	18	2	4212	-1	2
"2037"	1	0	1	2	2	1	89	2	17	0	0	-1	2
"2038"	2	3	2	0	5	1	23	0	12	0	234	-1	3
"2040"	2	0	1	2	1	2	78	0	14	0	0	-1	2
"2041"	1	2	1	0	2	2	89	4	12	0	0	-1	1
"2043"	3	0	1	1	5	1	19	0	11	3	3042	-1	3
"2045"	1	1	0	2	5	2	27	2	11	3	0	40	2
"2046"	2	2	0	2	3	2	47	3	15	3	0	40	1
"2047"	1	0	2	0	5	2	22	0	12	2	0	-1	2
"2049"	1	0	1	0	5	2	69	0	17	0	0	-1	2
"2052"	3	3	0	2	5	1	40	0	12	0	0	-1	3
"2053"	1	0	1	0	1	2	82	2	12	0	0	-1	2
"2055"	1	0	1	2	5	1	34	2	12	0	25740	-1	2
"2056"	2	2	1	0	1	1	38	5	16	0	15210	-1	3
"2057"	1	0	2	2	5	2	26	1	5	0	3510	-1	1
"2058"	1	1	0	2	5	1	32	0	16	3	12870	30	3
"2059"	3	1	1	0	1	1	60	2	19	0	31590	-1	1
"2060"	2	1	0	2	2	2	64	2	15	2	31590	40	1
"2062"	2	2	1	0	1	1	65	3	13	0	5265	-1	1
"2063"	2	1	0	2	1	2	41	2	16	3	31590	40	2
"2064"	1	0	1	0	2	1	88	6	12	0	0	-1	2
"2065"	1	2	2	0	3	2	83	5	13	0	0	-1	2
"2066"	1	2	0	2	5	2	62	0	18	3	12870	40	2
"2067"	1	2	0	2	3	1	52	2	12	0	21060	-1	3
"2068"	1	0	1	2	3	1	59	2	12	0	12870	-1	2
"2069"	1	0	2	1	5	1	23	0	17	0	0	-1	1
"2070"	2	0	2	1	5	1	22	0	15	0	0	-1	2
"2071"	2	0	2	1	5	1	28	0	16	0	9945	-1	2
"2072"	1	2	0	2	3	1	52	3	18	3	56160	40	2
"2073"	2	1	1	0	1	2	54	2	16	0	2106	-1	2
"2074"	2	3	0	0	1	1	86	4	20	0	0	-1	2
"2075"	2	2	0	1	1	1	42	2	20	2	25740	60	2
"2076"	2	0	1	0	1	1	81	1	12	0	0	-1	1
"2077"	2	3	2	0	5	1	21	0	12	0	0	-1	1
"2078"	1	3	0	2	5	2	41	3	12	6	7605	40	3
"2079"	2	2	1	0	1	1	57	2	18	0	15210	-1	2
"2080"	2	2	0	2	5	1	23	0	13	4	0	40	2
"2081"	1	0	2	0	5	2	50	3	12	0	0	-1	1
"2082"	2	2	0	0	1	1	46	3	18	3	31590	50	2
"2083"	2	0	1	1	3	2	39	4	16	2	21060	-1	2
"2084"	2	3	2	0	3	1	57	4	12	0	31590	-1	2
"2085"	2	1	0	2	1	2	66	0	12	1	17550	22	2
"2086"	1	0	2	1	5	2	45	1	14	1	0	-1	3
"2088"	2	2	1	0	1	1	60	1	13	0	17550	-1	2
"2089"	2	1	0	2	1	1	33	2	12	1	31590	60	1
"2091"	2	3	2	0	2	2	84	5	12	0	0	-1	2
"2092"	2	2	0	0	1	2	63	3	13	0	0	-1	1
"2093"	1	0	1	2	3	2	60	0	14	5	0	-1	2
"2094"	2	1	0	2	5	1	22	0	16	0	936	-1	1
"2095"	2	0	1	2	1	2	68	3	17	0	0	-1	2
"2096"	2	2	1	0	1	1	69	2	19	0	0	-1	1
"2097"	2	1	0	0	3	1	53	2	16	3	0	36	2
"2098"	1	0	1	0	2	1	81	0	12	0	0	-1	1
"2100"	1	2	1	0	1	2	60	2	16	0	15210	-1	2
"2101"	2	2	0	0	1	2	65	2	12	1	4212	25	2
"2102"	2	3	1	0	1	2	67	3	12	0	0	-1	2
"2103"	1	0	1	2	5	1	64	0	17	0	0	-1	2
"2104"	1	3	1	0	3	1	70	0	12	0	0	-1	2
"2105"	2	2	1	0	1	1	30	0	15	0	17550	-1	2
"2106"	1	2	0	2	3	2	31	1	17	0	0	-1	3
"2109"	1	4	0	0	3	2	56	0	12	0	0	-1	3
"2110"	1	1	1	0	5	2	68	0	18	0	0	-1	2
"2111"	3	4	0	1	1	2	61	3	13	0	6435	999	1
"2113"	1	0	2	2	4	2	53	1	14	0	4212	-1	2
"2114"	2	1	0	2	1	1	32	0	14	5	21060	40	2
"2117"	2	0	1	2	1	1	52	2	12	0	0	-1	3
